# mass density [erg/cm3], pressure  [erg/cm3], baryon density [1/cm3], chemical potential [erg]
1.71572011605e+16, 7.36413528945e+36, 4.5e+39, 0.00506334101231
1.71009012402e+16, 7.33624629123e+36, 4.49e+39, 0.00505713656265
1.70446703705e+16, 7.30840299516e+36, 4.48e+39, 0.00505092846921
1.69885085921e+16, 7.28060541377e+36, 4.47e+39, 0.00504471671851
1.69324159456e+16, 7.25285355962e+36, 4.46e+39, 0.00503850129697
1.68763924719e+16, 7.2251474453e+36, 4.45e+39, 0.00503228219093
1.68204382124e+16, 7.1974870835e+36, 4.44e+39, 0.0050260593867
1.67645532078e+16, 7.16987248687e+36, 4.43e+39, 0.00501983287041
1.67087375e+16, 7.14230366821e+36, 4.42e+39, 0.00501360262821
1.66529911302e+16, 7.11478064028e+36, 4.41e+39, 0.0050073686461
1.65973141402e+16, 7.08730341596e+36, 4.4e+39, 0.00500113091003
1.65417065719e+16, 7.05987200811e+36, 4.39e+39, 0.00499488940583
1.64861684671e+16, 7.03248642967e+36, 4.38e+39, 0.00498864411926
1.64306998682e+16, 7.00514669369e+36, 4.37e+39, 0.00498239503604
1.63753008173e+16, 6.97785281315e+36, 4.36e+39, 0.00497614214171
1.63199713571e+16, 6.95060480118e+36, 4.35e+39, 0.00496988542182
1.62647115302e+16, 6.92340267092e+36, 4.34e+39, 0.00496362486178
1.62095213793e+16, 6.89624643554e+36, 4.33e+39, 0.00495736044689
1.61544009473e+16, 6.86913610831e+36, 4.32e+39, 0.00495109216239
1.60993502776e+16, 6.8420717025e+36, 4.31e+39, 0.00494481999344
1.60443694133e+16, 6.81505323149e+36, 4.3e+39, 0.00493854392509
1.59894583979e+16, 6.78808070867e+36, 4.29e+39, 0.00493226394231
1.59346172751e+16, 6.76115414747e+36, 4.28e+39, 0.00492598002995
1.58798460887e+16, 6.73427356143e+36, 4.27e+39, 0.00491969217281
1.58251448826e+16, 6.7074389641e+36, 4.26e+39, 0.00491340035556
1.5770513701e+16, 6.68065036906e+36, 4.25e+39, 0.00490710456276
1.57159525882e+16, 6.65390779001e+36, 4.24e+39, 0.00490080477894
1.56614615887e+16, 6.62721124065e+36, 4.23e+39, 0.00489450098846
1.56070407472e+16, 6.60056073475e+36, 4.22e+39, 0.00488819317562
1.55526901084e+16, 6.57395628616e+36, 4.21e+39, 0.00488188132463
1.54984097175e+16, 6.54739790874e+36, 4.2e+39, 0.00487556541957
1.54441996196e+16, 6.52088561643e+36, 4.19e+39, 0.00486924544444
1.53900598601e+16, 6.49441942324e+36, 4.18e+39, 0.00486292138314
1.53359904845e+16, 6.4679993432e+36, 4.17e+39, 0.00485659321944
1.52819915386e+16, 6.44162539045e+36, 4.16e+39, 0.00485026093706
1.52280630683e+16, 6.4152975791e+36, 4.15e+39, 0.00484392451954
1.51742051196e+16, 6.3890159234e+36, 4.14e+39, 0.00483758395039
1.5120417739e+16, 6.36278043762e+36, 4.13e+39, 0.00483123921297
1.50667009727e+16, 6.33659113611e+36, 4.12e+39, 0.00482489029055
1.50130548676e+16, 6.31044803326e+36, 4.11e+39, 0.0048185371663
1.49594794704e+16, 6.28435114349e+36, 4.1e+39, 0.00481217982324
1.49059748282e+16, 6.25830048135e+36, 4.09e+39, 0.00480581824433
1.48525409881e+16, 6.23229606139e+36, 4.08e+39, 0.00479945241239
1.47991779977e+16, 6.20633789825e+36, 4.07e+39, 0.00479308231014
1.47458859045e+16, 6.18042600661e+36, 4.06e+39, 0.00478670792018
1.46926647563e+16, 6.15456040123e+36, 4.05e+39, 0.004780329225
1.46395146011e+16, 6.12874109691e+36, 4.04e+39, 0.00477394620698
1.45864354872e+16, 6.10296810854e+36, 4.03e+39, 0.00476755884838
1.45334274628e+16, 6.07724145105e+36, 4.02e+39, 0.00476116713135
1.44804905766e+16, 6.05156113941e+36, 4.01e+39, 0.00475477103788
1.44276248775e+16, 6.02592718873e+36, 4e+39, 0.00474837054992
1.43748304143e+16, 6.00033961409e+36, 3.99e+39, 0.00474196564922
1.43221072362e+16, 5.97479843068e+36, 3.98e+39, 0.00473555631745
1.42694553928e+16, 5.94930365378e+36, 3.97e+39, 0.00472914253618
1.42168749336e+16, 5.92385529866e+36, 3.96e+39, 0.00472272428679
1.41643659084e+16, 5.89845338075e+36, 3.95e+39, 0.00471630155062
1.41119283671e+16, 5.87309791544e+36, 3.94e+39, 0.00470987430878
1.40595623602e+16, 5.84778891828e+36, 3.93e+39, 0.00470344254235
1.40072679379e+16, 5.82252640483e+36, 3.92e+39, 0.00469700623223
1.39550451511e+16, 5.79731039073e+36, 3.91e+39, 0.00469056535921
1.39028940505e+16, 5.7721408917e+36, 3.9e+39, 0.00468411990395
1.38508146872e+16, 5.74701792351e+36, 3.89e+39, 0.00467766984696
1.37988071125e+16, 5.72194150199e+36, 3.88e+39, 0.00467121516861
1.37468713781e+16, 5.69691164308e+36, 3.87e+39, 0.00466475584921
1.36950075355e+16, 5.67192836274e+36, 3.86e+39, 0.00465829186881
1.36432156368e+16, 5.64699167704e+36, 3.85e+39, 0.00465182320745
1.35914957342e+16, 5.62210160208e+36, 3.84e+39, 0.00464534984495
1.35398478801e+16, 5.59725815406e+36, 3.83e+39, 0.00463887176101
1.34882721272e+16, 5.57246134924e+36, 3.82e+39, 0.00463238893519
1.34367685282e+16, 5.54771120395e+36, 3.81e+39, 0.00462590134692
1.33853371363e+16, 5.5230077346e+36, 3.8e+39, 0.00461940897549
1.33339780049e+16, 5.49835095767e+36, 3.79e+39, 0.00461291180003
1.32826911876e+16, 5.47374088971e+36, 3.78e+39, 0.00460640979951
1.3231476738e+16, 5.44917754732e+36, 3.77e+39, 0.00459990295278
1.31803347103e+16, 5.42466094723e+36, 3.76e+39, 0.00459339123855
1.31292651587e+16, 5.4001911062e+36, 3.75e+39, 0.00458687463533
1.30782681377e+16, 5.37576804106e+36, 3.74e+39, 0.00458035312153
1.30273437022e+16, 5.35139176875e+36, 3.73e+39, 0.00457382667539
1.2976491907e+16, 5.32706230625e+36, 3.72e+39, 0.00456729527496
1.29257128074e+16, 5.30277967065e+36, 3.71e+39, 0.00456075889818
1.2875006459e+16, 5.27854387909e+36, 3.7e+39, 0.00455421752283
1.28243729175e+16, 5.2543549488e+36, 3.69e+39, 0.0045476711265
1.27738122388e+16, 5.2302128971e+36, 3.68e+39, 0.00454111968665
1.27233244792e+16, 5.20611774135e+36, 3.67e+39, 0.00453456318054
1.26729096952e+16, 5.18206949901e+36, 3.66e+39, 0.0045280015853
1.26225679435e+16, 5.15806818768e+36, 3.65e+39, 0.00452143487791
1.25722992812e+16, 5.13411382492e+36, 3.64e+39, 0.00451486303511
1.25221037655e+16, 5.11020642847e+36, 3.63e+39, 0.00450828603353
1.24719814539e+16, 5.08634601611e+36, 3.62e+39, 0.00450170384964
1.24219324043e+16, 5.0625326057e+36, 3.61e+39, 0.00449511645968
1.23719566746e+16, 5.03876621522e+36, 3.6e+39, 0.00448852383977
1.23220543232e+16, 5.01504686266e+36, 3.59e+39, 0.00448192596579
1.22722254088e+16, 4.99137456619e+36, 3.58e+39, 0.00447532281355
1.22224699901e+16, 4.96774934398e+36, 3.57e+39, 0.00446871435856
1.21727881263e+16, 4.94417121434e+36, 3.56e+39, 0.00446210057622
1.21231798767e+16, 4.92064019562e+36, 3.55e+39, 0.00445548144172
1.20736453012e+16, 4.89715630632e+36, 3.54e+39, 0.00444885693009
1.20241844596e+16, 4.87371956496e+36, 3.53e+39, 0.00444222701614
1.19747974123e+16, 4.85032999018e+36, 3.52e+39, 0.0044355916745
1.19254842196e+16, 4.82698760073e+36, 3.51e+39, 0.00442895087964
1.18762449425e+16, 4.80369241539e+36, 3.5e+39, 0.00442230460578
1.18270796421e+16, 4.7804444531e+36, 3.49e+39, 0.004415652827
1.17779883797e+16, 4.75724373284e+36, 3.48e+39, 0.00440899551716
1.1728971217e+16, 4.7340902737e+36, 3.47e+39, 0.0044023326499
1.1680028216e+16, 4.71098409486e+36, 3.46e+39, 0.00439566419868
1.1631159439e+16, 4.68792521559e+36, 3.45e+39, 0.00438899013677
1.15823649486e+16, 4.66491365527e+36, 3.44e+39, 0.00438231043722
1.15336448076e+16, 4.64194943333e+36, 3.43e+39, 0.00437562507285
1.14849990792e+16, 4.61903256935e+36, 3.42e+39, 0.0043689340163
1.14364278269e+16, 4.59616308298e+36, 3.41e+39, 0.00436223723999
1.13879311145e+16, 4.57334099396e+36, 3.4e+39, 0.00435553471612
1.1339509006e+16, 4.55056632214e+36, 3.39e+39, 0.00434882641669
1.1291161566e+16, 4.52783908746e+36, 3.38e+39, 0.00434211231345
1.12428888591e+16, 4.50515930997e+36, 3.37e+39, 0.00433539237795
1.11946909504e+16, 4.48252700979e+36, 3.36e+39, 0.00432866658151
1.11465679052e+16, 4.45994220718e+36, 3.35e+39, 0.00432193489523
1.10985197893e+16, 4.43740492247e+36, 3.34e+39, 0.00431519728998
1.10505466687e+16, 4.41491517612e+36, 3.33e+39, 0.00430845373637
1.10026486096e+16, 4.39247298867e+36, 3.32e+39, 0.00430170420483
1.09548256788e+16, 4.37007838076e+36, 3.31e+39, 0.00429494866551
1.09070779433e+16, 4.34773137316e+36, 3.3e+39, 0.00428818708832
1.08594054705e+16, 4.32543198673e+36, 3.29e+39, 0.00428141944298
1.0811808328e+16, 4.30318024242e+36, 3.28e+39, 0.00427464569888
