# mass density [erg/cm3], pressure  [erg/cm3], baryon density [1/cm3], chemical potential [erg]
12574.7974305, 7546.16297384, 4.5, 4471.3245343
12530.118113, 7515.660235, 4.49, 4464.53860756
12485.506666, 7485.21515534, 4.48, 4457.75040655
12440.9631125, 7454.82774269, 4.47, 4450.95992285
12396.4874752, 7424.49800487, 4.46, 4444.167148
12352.0797772, 7394.22594976, 4.45, 4437.37207347
12307.7400415, 7364.01158527, 4.44, 4430.57469071
12263.4682911, 7333.85491929, 4.43, 4423.77499107
12219.2645495, 7303.75595981, 4.42, 4416.9729659
12175.1288397, 7273.71471481, 4.41, 4410.16860645
12131.0611852, 7243.7311923, 4.4, 4403.36190398
12087.0616095, 7213.80540034, 4.39, 4396.55284962
12043.1301361, 7183.93734699, 4.38, 4389.74143449
11999.2667887, 7154.12704038, 4.37, 4382.92764968
11955.4715911, 7124.37448864, 4.36, 4376.11148617
11911.744567, 7094.67969995, 4.35, 4369.29293493
11868.0857404, 7065.04268252, 4.34, 4362.47198685
11824.4951353, 7035.46344456, 4.33, 4355.64863277
11780.9727759, 7005.94199435, 4.32, 4348.82286347
11737.5186862, 6976.47834019, 4.31, 4341.99466969
11694.1328906, 6947.07249041, 4.3, 4335.1640421
11650.8154135, 6917.72445337, 4.29, 4328.3309713
11607.5662794, 6888.43423748, 4.28, 4321.49544786
11564.3855128, 6859.20185116, 4.27, 4314.65746229
11521.2731384, 6830.02730288, 4.26, 4307.81700501
11478.229181, 6800.91060111, 4.25, 4300.97406639
11435.2536655, 6771.8517544, 4.24, 4294.12863676
11392.3466167, 6742.85077132, 4.23, 4287.28070638
11349.5080597, 6713.90766044, 4.22, 4280.43026544
11306.7380198, 6685.02243041, 4.21, 4273.57730409
11264.0365221, 6656.1950899, 4.2, 4266.72181239
11221.4035921, 6627.42564759, 4.19, 4259.86378035
11178.8392551, 6598.71411223, 4.18, 4253.00319792
11136.3435367, 6570.06049257, 4.17, 4246.14005498
11093.9164626, 6541.46479745, 4.16, 4239.27434136
11051.5580585, 6512.92703566, 4.15, 4232.40604679
