# mass density [erg/cm3], pressure  [erg/cm3], baryon density [1/cm3], chemical potential [erg]
22024.2635457, 16975.629089, 4.5, 8666.64280772
21937.6776601, 16903.2197821, 4.49, 8650.53395149
21851.2528743, 16830.9613637, 4.48, 8634.42282098
21764.9892113, 16758.8538415, 4.47, 8618.30940778
21678.8866938, 16686.8972235, 4.46, 8602.19370344
21592.9453449, 16615.0915175, 4.45, 8586.07569941
21507.1651876, 16543.4367314, 4.44, 8569.95538715
21421.5462449, 16471.9328731, 4.43, 8553.83275801
21336.0885402, 16400.5799506, 4.42, 8537.70780334
21250.7920967, 16329.3779718, 4.41, 8521.5805144
21165.6569378, 16258.3269449, 4.4, 8505.45088242
21080.6830869, 16187.4268778, 4.39, 8489.31889857
20995.8705677, 16116.6777786, 4.38, 8473.18455395
20911.2194038, 16046.0796555, 4.37, 8457.04783964
20826.7296189, 15975.6325165, 4.36, 8440.90874664
20742.4012368, 15905.3363698, 4.35, 8424.7672659
20658.2342816, 15835.1912237, 4.34, 8408.62338832
20574.2287772, 15765.1970864, 4.33, 8392.47710474
20490.3847476, 15695.3539661, 4.32, 8376.32840596
20406.7022172, 15625.6618712, 4.31, 8360.17728268
20323.1812101, 15556.1208099, 4.3, 8344.02372558
20239.8217508, 15486.7307907, 4.29, 8327.8677253
20156.6238638, 15417.4918219, 4.28, 8311.70927236
20073.5875736, 15348.403912, 4.27, 8295.54835729
19990.712905, 15279.4670694, 4.26, 8279.38497051
19907.9998825, 15210.6813026, 4.25, 8263.21910239
19825.4485313, 15142.0466202, 4.24, 8247.05074327
19743.0588761, 15073.5630307, 4.23, 8230.87988339
19660.830942, 15005.2305427, 4.22, 8214.70651296
19578.7647543, 14937.0491649, 4.21, 8198.53062212
19496.860338, 14869.0189058, 4.2, 8182.35220091
19415.1177187, 14801.1397743, 4.19, 8166.17123938
19333.5369218, 14733.4117789, 4.18, 8149.98772745
19252.1179728, 14665.8349286, 4.17, 8133.80165501
19170.8608973, 14598.4092322, 4.16, 8117.61301189
19089.7657212, 14531.1346983, 4.15, 8101.42178784
19008.8324702, 14464.011336, 4.14, 8085.22797252
18928.0611704, 14397.0391541, 4.13, 8069.03155559
18847.4518479, 14330.2181617, 4.12, 8052.83252659
18767.0045287, 14263.5483675, 4.11, 8036.630875
18686.7192392, 14197.0297808, 4.1, 8020.42659025
18606.5960058, 14130.6624105, 4.09, 8004.21966168
18526.6348549, 14064.4462658, 4.08, 7988.01007859
18446.8358131, 13998.3813557, 4.07, 7971.79783018
18367.1989072, 13932.4676895, 4.06, 7955.58290559
18287.724164, 13866.7052763, 4.05, 7939.3652939
18208.4116104, 13801.0941254, 4.04, 7923.14498411
18129.2612734, 13735.634246, 4.03, 7906.92196513
18050.2731802, 13670.3256476, 4.02, 7890.69622583
17971.447358, 13605.1683394, 4.01, 7874.46775498
17892.7838343, 13540.1623309, 4.0, 7858.23654131
17814.2826365, 13475.3076315, 3.99, 7842.00257343
17735.9437921, 13410.6042506, 3.98, 7825.76583989
17657.767329, 13346.0521979, 3.97, 7809.52632919
17579.7532749, 13281.6514828, 3.96, 7793.28402971
17501.9016578, 13217.4021149, 3.95, 7777.0389298
17424.2125057, 13153.3041039, 3.94, 7760.79101768
17346.6858469, 13089.3574595, 3.93, 7744.54028153
17269.3217096, 13025.5621914, 3.92, 7728.28670943
17192.1201222, 12961.9183093, 3.91, 7712.0302894
17115.0811134, 12898.4258231, 3.9, 7695.77100936
17038.2047117, 12835.0847426, 3.89, 7679.50885714
16961.4909459, 12771.8950777, 3.88, 7663.24382051
16884.939845, 12708.8568383, 3.87, 7646.97588715
16808.5514379, 12645.9700344, 3.86, 7630.70504463
16732.3257539, 12583.234676, 3.85, 7614.43128049
16656.2628222, 12520.6507732, 3.84, 7598.15458212
16580.3626721, 12458.2183361, 3.83, 7581.87493687
16504.6253333, 12395.9373748, 3.82, 7565.59233197
16429.0508354, 12333.8078995, 3.81, 7549.30675459
16353.6392082, 12271.8299205, 3.8, 7533.01819179
16278.3904817, 12210.0034481, 3.79, 7516.72663055
16203.3046857, 12148.3284925, 3.78, 7500.43205774
16128.3818506, 12086.8050643, 3.77, 7484.13446019
16053.6220067, 12025.4331736, 3.76, 7467.83382456
15979.0251844, 11964.2128311, 3.75, 7451.53013747
15904.5914142, 11903.1440473, 3.74, 7435.22338544
15830.320727, 11842.2268327, 3.73, 7418.91355489
15756.2131535, 11781.461198, 3.72, 7402.60063212
15682.2687248, 11720.8471537, 3.71, 7386.28460335
15608.4874719, 11660.3847106, 3.7, 7369.96545472
15534.8694262, 11600.0738794, 3.69, 7353.64317225
15461.414619, 11539.914671, 3.68, 7337.31774186
15388.1230819, 11479.9070962, 3.67, 7320.98914935
15314.9948467, 11420.0511659, 3.66, 7304.65738047
15242.029945, 11360.346891, 3.65, 7288.32242083
15169.228409, 11300.7942826, 3.64, 7271.98425593
15096.5902707, 11241.3933516, 3.63, 7255.64287117
15024.1155624, 11182.1441093, 3.62, 7239.29825186
14951.8043166, 11123.0465667, 3.61, 7222.95038318
14879.6565657, 11064.1007351, 3.6, 7206.59925022
14807.6723426, 11005.3066257, 3.59, 7190.24483795
14735.85168, 10946.6642498, 3.58, 7173.88713123
14664.194611, 10888.1736188, 3.57, 7157.5261148
14592.7011689, 10829.8347441, 3.56, 7141.16177331
14521.3713868, 10771.6476372, 3.55, 7124.79409125
14450.2052983, 10713.6123096, 3.54, 7108.42305306
14379.202937, 10655.7287728, 3.53, 7092.04864301
14308.3643368, 10597.9970385, 3.52, 7075.67084526
14237.6895315, 10540.4171185, 3.51, 7059.28964388
14167.1785554, 10482.9890244, 3.5, 7042.90502278
14096.8314426, 10425.712768, 3.49, 7026.51696578
14026.6482276, 10368.5883612, 3.48, 7010.12545656
13956.6289451, 10311.6158159, 3.47, 6993.73047868
13886.7736297, 10254.7951441, 3.46, 6977.33201557
13817.0823165, 10198.1263579, 3.45, 6960.93005054
13747.5550405, 10141.6094692, 3.44, 6944.52456677
13678.191837, 10085.2444902, 3.43, 6928.1155473
13608.9927415, 10029.0314332, 3.42, 6911.70297506
13539.9577895, 9972.97031041, 3.41, 6895.28683282
13471.0870169, 9917.06113416, 3.4, 6878.86710324
13402.3804595, 9861.30391683, 3.39, 6862.44376884
13333.8381537, 9805.69867088, 3.38, 6846.01681199
13265.4601355, 9750.2454088, 3.37, 6829.58621493
13197.2464416, 9694.94414318, 3.36, 6813.15195976
13129.1971087, 9639.79488664, 3.35, 6796.71402845
13061.3121734, 9584.79765188, 3.34, 6780.27240279
12993.591673, 9529.95245166, 3.33, 6763.82706448
12926.0356447, 9475.25929882, 3.32, 6747.37799503
12858.6441257, 9420.71820622, 3.31, 6730.92517581
12791.4171538, 9366.32918684, 3.3, 6714.46858807
12724.3547667, 9312.0922537, 3.29, 6698.00821288
12657.4570023, 9258.00741986, 3.28, 6681.54403115
12590.7238989, 9204.0746985, 3.27, 6665.07602366
12524.1554947, 9150.29410282, 3.26, 6648.60417103
12457.7518284, 9096.66564613, 3.25, 6632.12845371
12391.5129387, 9043.18934178, 3.24, 6615.64885199
12325.4388645, 8989.86520318, 3.23, 6599.16534602
12259.5296449, 8936.69324384, 3.22, 6582.67791577
12193.7853194, 8883.67347733, 3.21, 6566.18654103
12128.2059274, 8830.80591727, 3.2, 6549.69120146
12062.7915087, 8778.09057738, 3.19, 6533.19187653
11997.5421033, 8725.52747144, 3.18, 6516.68854552
11932.4577513, 8673.11661329, 3.17, 6500.18118758
11867.5384932, 8620.85801687, 3.16, 6483.66978165
11802.7843694, 8568.75169617, 3.15, 6467.15430651
11738.1954207, 8516.79766526, 3.14, 6450.63474076
11673.7716883, 8464.9959383, 3.13, 6434.11106282
11609.5132134, 8413.34652951, 3.12, 6417.58325092
11545.4200373, 8361.84945318, 3.11, 6401.0512831
11481.4922017, 8310.50472371, 3.1, 6384.51513723
11417.7297486, 8259.31235553, 3.09, 6367.97479098
11354.1327201, 8208.27236319, 3.08, 6351.43022183
11290.7011584, 8157.3847613, 3.07, 6334.88140708
11227.4351062, 8106.64956454, 3.06, 6318.32832378
11164.3346063, 8056.06678769, 3.05, 6301.77094886
11101.3997017, 8005.63644561, 3.04, 6285.209259
11038.6304357, 7955.35855323, 3.03, 6268.64323067
10976.0268518, 7905.23312556, 3.02, 6252.07284018
10913.5889936, 7855.26017772, 3.01, 6235.49806357
10851.3169053, 7805.43972487, 3.0, 6218.91887672
10789.210631, 7755.7717823, 2.99, 6202.33525528
10727.2702152, 7706.25636536, 2.98, 6185.74717467
10665.4957025, 7656.89348949, 2.97, 6169.15461011
10603.8871381, 7607.68317022, 2.96, 6152.55753659
10542.444567, 7558.62542316, 2.95, 6135.95592887
10481.1680348, 7509.72026402, 2.94, 6119.3497615
10420.0575872, 7460.96770859, 2.93, 6102.73900879
10359.1132701, 7412.36777277, 2.92, 6086.12364482
10298.3351298, 7363.92047251, 2.91, 6069.50364342
10237.7232129, 7315.6258239, 2.9, 6052.8789782
10177.277566, 7267.48384309, 2.89, 6036.24962253
10116.9982363, 7219.49454634, 2.88, 6019.61554952
10056.885271, 7171.65794999, 2.87, 6002.97673204
9996.93871764, 7123.97407049, 2.86, 5986.3331427
9937.15862421, 7076.44292438, 2.85, 5969.68475389
9877.54503876, 7029.06452829, 2.84, 5953.03153769
9818.09800975, 6981.83889896, 2.83, 5936.37346597
9758.81758585, 6934.76605323, 2.82, 5919.71051031
9699.70381603, 6887.84600803, 2.81, 5903.04264202
9640.75674958, 6841.07878039, 2.8, 5886.36983213
9581.97643607, 6794.46438746, 2.79, 5869.69205144
9523.36292534, 6748.00284646, 2.78, 5853.00927043
9464.91626754, 6701.69417475, 2.77, 5836.32145931
9406.63651314, 6655.53838978, 2.76, 5819.62858801
9348.52371287, 6609.53550909, 2.75, 5802.93062617
9290.57791781, 6563.68555035, 2.74, 5786.22754312
9232.79917931, 6517.98853132, 2.73, 5769.51930792
9175.18754906, 6472.4444699, 2.72, 5752.80588932
9117.74307903, 6427.05338406, 2.71, 5736.08725575
9060.46582155, 6381.8152919, 2.7, 5719.36337535
9003.35582924, 6336.73021163, 2.69, 5702.63421594
8946.41315507, 6291.79816158, 2.68, 5685.89974502
8889.63785229, 6247.01916019, 2.67, 5669.15992977
8833.02997452, 6202.39322602, 2.66, 5652.41473705
8776.58957571, 6157.92037773, 2.65, 5635.66413337
8720.31671014, 6113.60063411, 2.64, 5618.90808494
8664.21143242, 6069.43401408, 2.63, 5602.1465576
8608.2737975, 6025.42053666, 2.62, 5585.37951685
8552.5038607, 5981.560221, 2.61, 5568.60692786
8496.90167769, 5937.85308638, 2.6, 5551.82875541
8441.46730446, 5894.29915219, 2.59, 5535.04496396
8386.2007974, 5850.89843797, 2.58, 5518.25551758
8331.10221322, 5807.65096334, 2.57, 5501.46037999
8276.17160903, 5764.5567481, 2.56, 5484.6595145
8221.40904229, 5721.61581216, 2.55, 5467.8528841
8166.81457084, 5678.82817555, 2.54, 5451.04045133
8112.38825288, 5636.19385843, 2.53, 5434.22217838
8058.130147, 5593.71288112, 2.52, 5417.39802703
8004.0403122, 5551.38526405, 2.51, 5400.56795867
7950.11880783, 5509.21102779, 2.5, 5383.73193425
7896.36569365, 5467.19019306, 2.49, 5366.88991434
7842.78102982, 5425.32278072, 2.48, 5350.04185909
7789.36487688, 5383.60881174, 2.47, 5333.18772819
7736.11729579, 5342.04830728, 2.46, 5316.32748092
7683.03834794, 5300.6412886, 2.45, 5299.46107614
7630.1280951, 5259.38777712, 2.44, 5282.58847222
7577.38659946, 5218.28779443, 2.43, 5265.70962712
7524.81392366, 5177.34136224, 2.42, 5248.8244983
7472.41013074, 5136.54850242, 2.41, 5231.93304281
7420.1752842, 5095.90923699, 2.4, 5215.03521716
7368.10944795, 5055.42358813, 2.39, 5198.13097744
7316.21268635, 5015.09157817, 2.38, 5181.22027921
7264.48506421, 4974.91322959, 2.37, 5164.30307755
7212.92664679, 4934.88856505, 2.36, 5147.37932705
7161.53749982, 4895.01760734, 2.35, 5130.44898177
7110.31768947, 4855.30037945, 2.34, 5113.51199526
7059.26728238, 4815.7369045, 2.33, 5096.56832055
7008.38634569, 4776.32720579, 2.32, 5079.61791012
6957.67494697, 4737.0713068, 2.31, 5062.66071592
6907.13315432, 4697.96923116, 2.3, 5045.69668934
6856.76103631, 4659.02100269, 2.29, 5028.72578122
6806.55866199, 4620.22664536, 2.28, 5011.74794182
6756.52610093, 4581.58618334, 2.27, 4994.76312082
6706.6634232, 4543.09964097, 2.26, 4977.77126733
6656.97069938, 4504.76704277, 2.25, 4960.77232984
6607.44800058, 4466.58841343, 2.24, 4943.76625626
6558.09539841, 4428.56377786, 2.23, 4926.75299385
6508.91296504, 4390.69316111, 2.22, 4909.73248926
